C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_51_308.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_51_308.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_51_308.jpg,0,0,0,3.28157
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_51_477.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_51_477.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_51_477.jpg,0,0,0,3.220053
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_51_659.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_51_659.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_51_659.jpg,0,0,0,3.157715
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_51_832.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_51_832.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_51_832.jpg,0,0,0,3.103254
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_52_015.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_52_015.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_52_015.jpg,0,0,0,3.043038
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_52_194.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_52_194.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_52_194.jpg,0,0,0,2.983915
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_52_363.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_52_363.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_52_363.jpg,0,0,0,2.925865
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_52_542.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_52_542.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_52_542.jpg,0,0,0,2.868869
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_52_744.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_52_744.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_52_744.jpg,0,0,0,2.806751
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_52_902.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_52_902.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_52_902.jpg,-0.4,0,0,2.745202
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_53_070.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_53_070.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_53_070.jpg,0,0,0,2.688339
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_53_246.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_53_246.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_53_246.jpg,0,0,0,2.636368
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_53_425.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_53_425.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_53_425.jpg,-0.45,0,0,2.569646
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_53_593.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_53_593.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_53_593.jpg,-0.9000002,0,0,2.475659
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_53_775.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_53_775.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_53_775.jpg,-1,0,0,2.389571
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_53_954.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_53_954.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_53_954.jpg,0,0,0,2.269744
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_54_127.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_54_127.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_54_127.jpg,0,0,0,2.228259
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_54_313.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_54_313.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_54_313.jpg,-0.45,0,0,2.170747
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_54_483.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_54_483.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_54_483.jpg,-0.9000002,0,0,2.091341
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_54_662.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_54_662.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_54_662.jpg,-1,0,0,2.017883
C:\Users\User\OneDrive\Desktop\car simulator\IMG\center_2025_03_25_11_56_54_813.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\left_2025_03_25_11_56_54_813.jpg,C:\Users\User\OneDrive\Desktop\car simulator\IMG\right_2025_03_25_11_56_54_813.jpg,-1,0,0,1.965327
